Descr,Degree of Truth
"For most records in test set in depression with low energy_mean, contribution of pitch_mean is around zero",0.0
"For around half records in test set in depression with low energy_mean, contribution of pitch_mean is around zero",0.0
"For few records in test set in depression with low energy_mean, contribution of pitch_mean is around zero",0.8042047979387255
"For almost none records in test set in depression with low energy_mean, contribution of pitch_mean is around zero",0.0070079965645423814
"For almost every records in test set in depression with low energy_mean, contribution of pitch_mean is strongly positive",0.0
"For most records in test set in depression with low energy_mean, contribution of pitch_mean is strongly positive",0.12574447582868403
"For around half records in test set in depression with low energy_mean, contribution of pitch_mean is strongly positive",1.0
"For few records in test set in depression with low energy_mean, contribution of pitch_mean is strongly positive",0.0
"For almost none records in test set in depression with low energy_mean, contribution of pitch_mean is strongly positive",0.0
"For almost every records in test set with low energy_mean, contribution of energy_mean is strongly negative",0.0
"For most records in test set with low energy_mean, contribution of energy_mean is strongly negative",0.0
"For around half records in test set with low energy_mean, contribution of energy_mean is strongly negative",0.09375844439123944
"For few records in test set with low energy_mean, contribution of energy_mean is strongly negative",0.7437449333652564
"For almost none records in test set with low energy_mean, contribution of energy_mean is strongly negative",0.0
"For almost every records in test set with low energy_mean, contribution of energy_mean is around zero",0.0
"For most records in test set with low energy_mean, contribution of energy_mean is around zero",0.0
"For around half records in test set with low energy_mean, contribution of energy_mean is around zero",0.31306740032001756
"For few records in test set with low energy_mean, contribution of energy_mean is around zero",0.6121595598079895
"For almost none records in test set with low energy_mean, contribution of energy_mean is around zero",0.0
"For almost every records in test set with low energy_mean, contribution of energy_mean is strongly positive",0.0
"For most records in test set with low energy_mean, contribution of energy_mean is strongly positive",0.0
"For around half records in test set with low energy_mean, contribution of energy_mean is strongly positive",1.0
"For few records in test set with low energy_mean, contribution of energy_mean is strongly positive",0.0
"For almost none records in test set with low energy_mean, contribution of energy_mean is strongly positive",0.0
"For almost every records in test set with low energy_mean, contribution of f0_slope_mean is strongly negative",0.0
"For most records in test set with low energy_mean, contribution of f0_slope_mean is strongly negative",0.0
"For around half records in test set with low energy_mean, contribution of f0_slope_mean is strongly negative",0.7451869287481081
"For few records in test set with low energy_mean, contribution of f0_slope_mean is strongly negative",0.3528878427511351
"For almost none records in test set with low energy_mean, contribution of f0_slope_mean is strongly negative",0.0
"For almost every records in test set with low energy_mean, contribution of f0_slope_mean is around zero",0.0
"For most records in test set with low energy_mean, contribution of f0_slope_mean is around zero",0.0
"For around half records in test set with low energy_mean, contribution of f0_slope_mean is around zero",0.0
"For few records in test set with low energy_mean, contribution of f0_slope_mean is around zero",0.9918558215790185
"For almost none records in test set with low energy_mean, contribution of f0_slope_mean is around zero",0.31975970263169745
"For almost every records in test set with low energy_mean, contribution of f0_slope_mean is strongly positive",0.0
"For most records in test set with low energy_mean, contribution of f0_slope_mean is strongly positive",0.0
"For around half records in test set with low energy_mean, contribution of f0_slope_mean is strongly positive",1.0
"For few records in test set with low energy_mean, contribution of f0_slope_mean is strongly positive",0.0
"For almost none records in test set with low energy_mean, contribution of f0_slope_mean is strongly positive",0.0
"For almost every records in test set with low energy_mean, contribution of localjitter is strongly negative",0.0
"For most records in test set with low energy_mean, contribution of localjitter is strongly negative",0.0
"For around half records in test set with low energy_mean, contribution of localjitter is strongly negative",0.43539344624534365
"For few records in test set with low energy_mean, contribution of localjitter is strongly negative",0.5387639322527938
"For almost none records in test set with low energy_mean, contribution of localjitter is strongly negative",0.0
"For almost every records in test set with low energy_mean, contribution of localjitter is around zero",0.0
"For most records in test set with low energy_mean, contribution of localjitter is around zero",0.0
"For around half records in test set with low energy_mean, contribution of localjitter is around zero",0.3006053440790241
"For few records in test set with low energy_mean, contribution of localjitter is around zero",0.6196367935525856
"For almost none records in test set with low energy_mean, contribution of localjitter is around zero",0.0
"For almost every records in test set with low energy_mean, contribution of localjitter is strongly positive",0.0
"For most records in test set with low energy_mean, contribution of localjitter is strongly positive",0.0
"For around half records in test set with low energy_mean, contribution of localjitter is strongly positive",1.0
"For few records in test set with low energy_mean, contribution of localjitter is strongly positive",0.0
"For almost none records in test set with low energy_mean, contribution of localjitter is strongly positive",0.0
"For almost every records in test set with low energy_mean, contribution of localshimmer is strongly negative",0.0
"For most records in test set with low energy_mean, contribution of localshimmer is strongly negative",0.0
"For around half records in test set with low energy_mean, contribution of localshimmer is strongly negative",1.0
"For few records in test set with low energy_mean, contribution of localshimmer is strongly negative",0.1539796785592533
"For almost none records in test set with low energy_mean, contribution of localshimmer is strongly negative",0.0
"For almost every records in test set with low energy_mean, contribution of localshimmer is around zero",0.0
"For most records in test set with low energy_mean, contribution of localshimmer is around zero",0.0
"For around half records in test set with low energy_mean, contribution of localshimmer is around zero",0.21839915232813623
"For few records in test set with low energy_mean, contribution of localshimmer is around zero",0.6689605086031183
"For almost none records in test set with low energy_mean, contribution of localshimmer is around zero",0.0
"For almost every records in test set with low energy_mean, contribution of localshimmer is strongly positive",0.0
"For most records in test set with low energy_mean, contribution of localshimmer is strongly positive",0.0
"For around half records in test set with low energy_mean, contribution of localshimmer is strongly positive",0.659737270814902
"For few records in test set with low energy_mean, contribution of localshimmer is strongly positive",0.4041576375110588
"For almost none records in test set with low energy_mean, contribution of localshimmer is strongly positive",0.0
"For almost every records in test set with low energy_mean, contribution of pitch_mean is strongly negative",0.0
"For most records in test set with low energy_mean, contribution of pitch_mean is strongly negative",0.0
"For around half records in test set with low energy_mean, contribution of pitch_mean is strongly negative",0.7271222635075841
"For few records in test set with low energy_mean, contribution of pitch_mean is strongly negative",0.36372664189544945
"For almost none records in test set with low energy_mean, contribution of pitch_mean is strongly negative",0.0
"For almost every records in test set with low energy_mean, contribution of pitch_mean is around zero",0.0
"For most records in test set with low energy_mean, contribution of pitch_mean is around zero",0.0
"For around half records in test set with low energy_mean, contribution of pitch_mean is around zero",0.0
"For few records in test set with low energy_mean, contribution of pitch_mean is around zero",0.9693584478197925
"For almost none records in test set with low energy_mean, contribution of pitch_mean is around zero",0.2822640796996542
"For almost every records in test set with low energy_mean, contribution of pitch_mean is strongly positive",0.0
"For most records in test set with low energy_mean, contribution of pitch_mean is strongly positive",0.0
"For around half records in test set with low energy_mean, contribution of pitch_mean is strongly positive",1.0
"For few records in test set with low energy_mean, contribution of pitch_mean is strongly positive",0.0
"For almost none records in test set with low energy_mean, contribution of pitch_mean is strongly positive",0.0
"For almost every records in test set in euthymia with medium energy_mean, contribution of energy_mean is strongly negative",1.0
"For most records in test set in euthymia with medium energy_mean, contribution of energy_mean is strongly negative",1.0
"For around half records in test set in euthymia with medium energy_mean, contribution of energy_mean is strongly negative",0.0
"For few records in test set in euthymia with medium energy_mean, contribution of energy_mean is strongly negative",0.0
"For almost none records in test set in euthymia with medium energy_mean, contribution of energy_mean is strongly negative",0.0
"For almost every records in test set in euthymia with medium energy_mean, contribution of energy_mean is around zero",0.0
"For most records in test set in euthymia with medium energy_mean, contribution of energy_mean is around zero",0.0
"For around half records in test set in euthymia with medium energy_mean, contribution of energy_mean is around zero",0.0
"For few records in test set in euthymia with medium energy_mean, contribution of energy_mean is around zero",1.0
"For almost none records in test set in euthymia with medium energy_mean, contribution of energy_mean is around zero",0.47207200384404835
"For almost every records in test set in euthymia with medium energy_mean, contribution of energy_mean is strongly positive",0.0
"For most records in test set in euthymia with medium energy_mean, contribution of energy_mean is strongly positive",0.0
"For around half records in test set in euthymia with medium energy_mean, contribution of energy_mean is strongly positive",0.0
"For few records in test set in euthymia with medium energy_mean, contribution of energy_mean is strongly positive",1.0
"For almost none records in test set in euthymia with medium energy_mean, contribution of energy_mean is strongly positive",1.0
"For almost every records in test set in euthymia with medium energy_mean, contribution of f0_slope_mean is strongly negative",0.0
"For most records in test set in euthymia with medium energy_mean, contribution of f0_slope_mean is strongly negative",0.0
"For around half records in test set in euthymia with medium energy_mean, contribution of f0_slope_mean is strongly negative",1.0
"For few records in test set in euthymia with medium energy_mean, contribution of f0_slope_mean is strongly negative",0.0
"For almost none records in test set in euthymia with medium energy_mean, contribution of f0_slope_mean is strongly negative",0.0
"For almost every records in test set in euthymia with medium energy_mean, contribution of f0_slope_mean is around zero",0.0
"For most records in test set in euthymia with medium energy_mean, contribution of f0_slope_mean is around zero",0.0
"For around half records in test set in euthymia with medium energy_mean, contribution of f0_slope_mean is around zero",0.0
"For few records in test set in euthymia with medium energy_mean, contribution of f0_slope_mean is around zero",0.9995076398210829
"For almost none records in test set in euthymia with medium energy_mean, contribution of f0_slope_mean is around zero",0.3345690038476959
"For almost every records in test set in euthymia with medium energy_mean, contribution of f0_slope_mean is strongly positive",0.0
"For most records in test set in euthymia with medium energy_mean, contribution of f0_slope_mean is strongly positive",0.0
"For around half records in test set in euthymia with medium energy_mean, contribution of f0_slope_mean is strongly positive",1.0
"For few records in test set in euthymia with medium energy_mean, contribution of f0_slope_mean is strongly positive",0.0
"For almost none records in test set in euthymia with medium energy_mean, contribution of f0_slope_mean is strongly positive",0.0
"For almost every records in test set in euthymia with medium energy_mean, contribution of localjitter is strongly negative",0.0
"For most records in test set in euthymia with medium energy_mean, contribution of localjitter is strongly negative",0.6417508114069186
"For around half records in test set in euthymia with medium energy_mean, contribution of localjitter is strongly negative",0.2637486476551353
"For few records in test set in euthymia with medium energy_mean, contribution of localjitter is strongly negative",0.0
"For almost none records in test set in euthymia with medium energy_mean, contribution of localjitter is strongly negative",0.0
"For almost every records in test set in euthymia with medium energy_mean, contribution of localjitter is around zero",0.0
"For most records in test set in euthymia with medium energy_mean, contribution of localjitter is around zero",0.0
"For around half records in test set in euthymia with medium energy_mean, contribution of localjitter is around zero",0.0
"For few records in test set in euthymia with medium energy_mean, contribution of localjitter is around zero",1.0
"For almost none records in test set in euthymia with medium energy_mean, contribution of localjitter is around zero",1.0
"For almost every records in test set in euthymia with medium energy_mean, contribution of localjitter is strongly positive",0.0
"For most records in test set in euthymia with medium energy_mean, contribution of localjitter is strongly positive",0.0
"For around half records in test set in euthymia with medium energy_mean, contribution of localjitter is strongly positive",0.19893354219518133
"For few records in test set in euthymia with medium energy_mean, contribution of localjitter is strongly positive",0.6806398746828912
"For almost none records in test set in euthymia with medium energy_mean, contribution of localjitter is strongly positive",0.0
"For almost every records in test set in euthymia with medium energy_mean, contribution of localshimmer is strongly negative",0.0
"For most records in test set in euthymia with medium energy_mean, contribution of localshimmer is strongly negative",0.0
"For around half records in test set in euthymia with medium energy_mean, contribution of localshimmer is strongly negative",1.0
"For few records in test set in euthymia with medium energy_mean, contribution of localshimmer is strongly negative",0.053486901003785954
"For almost none records in test set in euthymia with medium energy_mean, contribution of localshimmer is strongly negative",0.0
"For almost every records in test set in euthymia with medium energy_mean, contribution of localshimmer is around zero",0.0
"For most records in test set in euthymia with medium energy_mean, contribution of localshimmer is around zero",0.0
"For around half records in test set in euthymia with medium energy_mean, contribution of localshimmer is around zero",0.15776300698843004
"For few records in test set in euthymia with medium energy_mean, contribution of localshimmer is around zero",0.705342195806942
"For almost none records in test set in euthymia with medium energy_mean, contribution of localshimmer is around zero",0.0
"For almost every records in test set in euthymia with medium energy_mean, contribution of localshimmer is strongly positive",0.0
"For most records in test set in euthymia with medium energy_mean, contribution of localshimmer is strongly positive",0.0
"For around half records in test set in euthymia with medium energy_mean, contribution of localshimmer is strongly positive",1.0
"For few records in test set in euthymia with medium energy_mean, contribution of localshimmer is strongly positive",0.06054989438621178
"For almost none records in test set in euthymia with medium energy_mean, contribution of localshimmer is strongly positive",0.0
"For almost every records in test set in euthymia with medium energy_mean, contribution of pitch_mean is strongly negative",1.0
"For most records in test set in euthymia with medium energy_mean, contribution of pitch_mean is strongly negative",1.0
"For around half records in test set in euthymia with medium energy_mean, contribution of pitch_mean is strongly negative",0.0
"For few records in test set in euthymia with medium energy_mean, contribution of pitch_mean is strongly negative",0.0
"For almost none records in test set in euthymia with medium energy_mean, contribution of pitch_mean is strongly negative",0.0
"For almost every records in test set in euthymia with medium energy_mean, contribution of pitch_mean is around zero",0.0
"For most records in test set in euthymia with medium energy_mean, contribution of pitch_mean is around zero",0.0
"For around half records in test set in euthymia with medium energy_mean, contribution of pitch_mean is around zero",0.0
"For few records in test set in euthymia with medium energy_mean, contribution of pitch_mean is around zero",1.0
"For almost none records in test set in euthymia with medium energy_mean, contribution of pitch_mean is around zero",1.0
"For almost every records in test set in euthymia with medium energy_mean, contribution of pitch_mean is strongly positive",0.0
"For most records in test set in euthymia with medium energy_mean, contribution of pitch_mean is strongly positive",0.0
"For around half records in test set in euthymia with medium energy_mean, contribution of pitch_mean is strongly positive",0.0
"For few records in test set in euthymia with medium energy_mean, contribution of pitch_mean is strongly positive",1.0
"For almost none records in test set in euthymia with medium energy_mean, contribution of pitch_mean is strongly positive",1.0
"For almost every records in test set in depression with medium energy_mean, contribution of energy_mean is strongly negative",0.0
"For most records in test set in depression with medium energy_mean, contribution of energy_mean is strongly negative",0.011108693394959778
"For around half records in test set in depression with medium energy_mean, contribution of energy_mean is strongly negative",1.0
"For few records in test set in depression with medium energy_mean, contribution of energy_mean is strongly negative",0.0
"For almost none records in test set in depression with medium energy_mean, contribution of energy_mean is strongly negative",0.0
"For almost every records in test set in depression with medium energy_mean, contribution of energy_mean is around zero",0.0
"For most records in test set in depression with medium energy_mean, contribution of energy_mean is around zero",0.5717205401873168
"For around half records in test set in depression with medium energy_mean, contribution of energy_mean is around zero",0.38046576635447177
"For few records in test set in depression with medium energy_mean, contribution of energy_mean is around zero",0.0
"For almost none records in test set in depression with medium energy_mean, contribution of energy_mean is around zero",0.0
"For almost every records in test set in depression with medium energy_mean, contribution of energy_mean is strongly positive",0.0
"For most records in test set in depression with medium energy_mean, contribution of energy_mean is strongly positive",0.0
"For around half records in test set in depression with medium energy_mean, contribution of energy_mean is strongly positive",0.0
"For few records in test set in depression with medium energy_mean, contribution of energy_mean is strongly positive",1.0
"For almost none records in test set in depression with medium energy_mean, contribution of energy_mean is strongly positive",1.0
"For almost every records in test set in depression with medium energy_mean, contribution of f0_slope_mean is strongly negative",0.0
"For most records in test set in depression with medium energy_mean, contribution of f0_slope_mean is strongly negative",0.0
"For around half records in test set in depression with medium energy_mean, contribution of f0_slope_mean is strongly negative",0.0
"For few records in test set in depression with medium energy_mean, contribution of f0_slope_mean is strongly negative",0.9373500561098168
"For almost none records in test set in depression with medium energy_mean, contribution of f0_slope_mean is strongly negative",0.22891676018302787
"For almost every records in test set in depression with medium energy_mean, contribution of f0_slope_mean is around zero",0.0
"For most records in test set in depression with medium energy_mean, contribution of f0_slope_mean is around zero",0.0
"For around half records in test set in depression with medium energy_mean, contribution of f0_slope_mean is around zero",0.425722085217707
"For few records in test set in depression with medium energy_mean, contribution of f0_slope_mean is around zero",0.5445667488693758
"For almost none records in test set in depression with medium energy_mean, contribution of f0_slope_mean is around zero",0.0
"For almost every records in test set in depression with medium energy_mean, contribution of f0_slope_mean is strongly positive",0.0
"For most records in test set in depression with medium energy_mean, contribution of f0_slope_mean is strongly positive",0.3687205863430904
"For around half records in test set in depression with medium energy_mean, contribution of f0_slope_mean is strongly positive",0.7187990227615155
"For few records in test set in depression with medium energy_mean, contribution of f0_slope_mean is strongly positive",0.0
"For almost none records in test set in depression with medium energy_mean, contribution of f0_slope_mean is strongly positive",0.0
"For almost every records in test set in depression with medium energy_mean, contribution of localjitter is strongly negative",0.0
"For most records in test set in depression with medium energy_mean, contribution of localjitter is strongly negative",0.0
"For around half records in test set in depression with medium energy_mean, contribution of localjitter is strongly negative",0.0
"For few records in test set in depression with medium energy_mean, contribution of localjitter is strongly negative",0.9875642418960036
"For almost none records in test set in depression with medium energy_mean, contribution of localjitter is strongly negative",0.3126070698266726
"For almost every records in test set in depression with medium energy_mean, contribution of localjitter is around zero",0.0
"For most records in test set in depression with medium energy_mean, contribution of localjitter is around zero",0.0
"For around half records in test set in depression with medium energy_mean, contribution of localjitter is around zero",0.9224931555331635
"For few records in test set in depression with medium energy_mean, contribution of localjitter is around zero",0.24650410668010186
"For almost none records in test set in depression with medium energy_mean, contribution of localjitter is around zero",0.0
"For almost every records in test set in depression with medium energy_mean, contribution of localjitter is strongly positive",0.0
"For most records in test set in depression with medium energy_mean, contribution of localjitter is strongly positive",0.2470502771662401
"For around half records in test set in depression with medium energy_mean, contribution of localjitter is strongly positive",0.9215828713895994
"For few records in test set in depression with medium energy_mean, contribution of localjitter is strongly positive",0.0
"For almost none records in test set in depression with medium energy_mean, contribution of localjitter is strongly positive",0.0
"For almost every records in test set in depression with medium energy_mean, contribution of localshimmer is strongly negative",0.0
"For most records in test set in depression with medium energy_mean, contribution of localshimmer is strongly negative",0.0
"For around half records in test set in depression with medium energy_mean, contribution of localshimmer is strongly negative",0.3657982491280069
"For few records in test set in depression with medium energy_mean, contribution of localshimmer is strongly negative",0.5805210505231959
"For almost none records in test set in depression with medium energy_mean, contribution of localshimmer is strongly negative",0.0
"For almost every records in test set in depression with medium energy_mean, contribution of localshimmer is around zero",0.0
"For most records in test set in depression with medium energy_mean, contribution of localshimmer is around zero",0.0
"For around half records in test set in depression with medium energy_mean, contribution of localshimmer is around zero",0.0
"For few records in test set in depression with medium energy_mean, contribution of localshimmer is around zero",0.8433806487404478
"For almost none records in test set in depression with medium energy_mean, contribution of localshimmer is around zero",0.07230108123407965
"For almost every records in test set in depression with medium energy_mean, contribution of localshimmer is strongly positive",0.0
"For most records in test set in depression with medium energy_mean, contribution of localshimmer is strongly positive",0.046590196955042615
"For around half records in test set in depression with medium energy_mean, contribution of localshimmer is strongly positive",1.0
"For few records in test set in depression with medium energy_mean, contribution of localshimmer is strongly positive",0.0
"For almost none records in test set in depression with medium energy_mean, contribution of localshimmer is strongly positive",0.0
"For almost every records in test set in depression with medium energy_mean, contribution of pitch_mean is strongly negative",0.0
"For most records in test set in depression with medium energy_mean, contribution of pitch_mean is strongly negative",0.0
"For around half records in test set in depression with medium energy_mean, contribution of pitch_mean is strongly negative",0.5386088932199395
"For few records in test set in depression with medium energy_mean, contribution of pitch_mean is strongly negative",0.47683466406803626
"For almost none records in test set in depression with medium energy_mean, contribution of pitch_mean is strongly negative",0.0
"For almost every records in test set in depression with medium energy_mean, contribution of pitch_mean is around zero",0.0
"For most records in test set in depression with medium energy_mean, contribution of pitch_mean is around zero",0.0
"For around half records in test set in depression with medium energy_mean, contribution of pitch_mean is around zero",0.0
"For few records in test set in depression with medium energy_mean, contribution of pitch_mean is around zero",1.0
"For almost none records in test set in depression with medium energy_mean, contribution of pitch_mean is around zero",0.44124397710003765
"For almost every records in test set in depression with medium energy_mean, contribution of pitch_mean is strongly positive",0.0
"For most records in test set in depression with medium energy_mean, contribution of pitch_mean is strongly positive",0.2090081059976455
"For around half records in test set in depression with medium energy_mean, contribution of pitch_mean is strongly positive",0.9849864900039237
"For few records in test set in depression with medium energy_mean, contribution of pitch_mean is strongly positive",0.0
"For almost none records in test set in depression with medium energy_mean, contribution of pitch_mean is strongly positive",0.0
"For almost every records in test set with medium energy_mean, contribution of energy_mean is strongly negative",0.0
"For most records in test set with medium energy_mean, contribution of energy_mean is strongly negative",0.4572676772474724
"For around half records in test set with medium energy_mean, contribution of energy_mean is strongly negative",0.5712205379208789
"For few records in test set with medium energy_mean, contribution of energy_mean is strongly negative",0.0
"For almost none records in test set with medium energy_mean, contribution of energy_mean is strongly negative",0.0
"For almost every records in test set with medium energy_mean, contribution of energy_mean is around zero",0.0
"For most records in test set with medium energy_mean, contribution of energy_mean is around zero",0.0
"For around half records in test set with medium energy_mean, contribution of energy_mean is around zero",1.0
"For few records in test set with medium energy_mean, contribution of energy_mean is around zero",0.0
"For almost none records in test set with medium energy_mean, contribution of energy_mean is around zero",0.0
"For almost every records in test set with medium energy_mean, contribution of energy_mean is strongly positive",0.0
"For most records in test set with medium energy_mean, contribution of energy_mean is strongly positive",0.0
"For around half records in test set with medium energy_mean, contribution of energy_mean is strongly positive",0.0
"For few records in test set with medium energy_mean, contribution of energy_mean is strongly positive",1.0
"For almost none records in test set with medium energy_mean, contribution of energy_mean is strongly positive",1.0
"For almost every records in test set with medium energy_mean, contribution of f0_slope_mean is strongly negative",0.0
"For most records in test set with medium energy_mean, contribution of f0_slope_mean is strongly negative",0.0
"For around half records in test set with medium energy_mean, contribution of f0_slope_mean is strongly negative",0.2517248178195316
"For few records in test set with medium energy_mean, contribution of f0_slope_mean is strongly negative",0.6489651093082811
"For almost none records in test set with medium energy_mean, contribution of f0_slope_mean is strongly negative",0.0
"For almost every records in test set with medium energy_mean, contribution of f0_slope_mean is around zero",0.0
"For most records in test set with medium energy_mean, contribution of f0_slope_mean is around zero",0.0
"For around half records in test set with medium energy_mean, contribution of f0_slope_mean is around zero",0.2047625732896267
"For few records in test set with medium energy_mean, contribution of f0_slope_mean is around zero",0.677142456026224
"For almost none records in test set with medium energy_mean, contribution of f0_slope_mean is around zero",0.0
"For almost every records in test set with medium energy_mean, contribution of f0_slope_mean is strongly positive",0.0
"For most records in test set with medium energy_mean, contribution of f0_slope_mean is strongly positive",0.1606954588106837
"For around half records in test set with medium energy_mean, contribution of f0_slope_mean is strongly positive",1.0
"For few records in test set with medium energy_mean, contribution of f0_slope_mean is strongly positive",0.0
"For almost none records in test set with medium energy_mean, contribution of f0_slope_mean is strongly positive",0.0
"For almost every records in test set with medium energy_mean, contribution of localjitter is strongly negative",0.0
"For most records in test set with medium energy_mean, contribution of localjitter is strongly negative",0.0
"For around half records in test set with medium energy_mean, contribution of localjitter is strongly negative",0.6703420272911083
"For few records in test set with medium energy_mean, contribution of localjitter is strongly negative",0.397794783625335
"For almost none records in test set with medium energy_mean, contribution of localjitter is strongly negative",0.0
"For almost every records in test set with medium energy_mean, contribution of localjitter is around zero",0.0
"For most records in test set with medium energy_mean, contribution of localjitter is around zero",0.0
"For around half records in test set with medium energy_mean, contribution of localjitter is around zero",0.2691567449446741
"For few records in test set with medium energy_mean, contribution of localjitter is around zero",0.6385059530331956
"For almost none records in test set with medium energy_mean, contribution of localjitter is around zero",0.0
"For almost every records in test set with medium energy_mean, contribution of localjitter is strongly positive",0.0
"For most records in test set with medium energy_mean, contribution of localjitter is strongly positive",0.0
"For around half records in test set with medium energy_mean, contribution of localjitter is strongly positive",1.0
"For few records in test set with medium energy_mean, contribution of localjitter is strongly positive",0.0
"For almost none records in test set with medium energy_mean, contribution of localjitter is strongly positive",0.0
"For almost every records in test set with medium energy_mean, contribution of localshimmer is strongly negative",0.0
"For most records in test set with medium energy_mean, contribution of localshimmer is strongly negative",0.0
"For around half records in test set with medium energy_mean, contribution of localshimmer is strongly negative",0.6210803161373477
"For few records in test set with medium energy_mean, contribution of localshimmer is strongly negative",0.42735181031759134
"For almost none records in test set with medium energy_mean, contribution of localshimmer is strongly negative",0.0
"For almost every records in test set with medium energy_mean, contribution of localshimmer is around zero",0.0
"For most records in test set with medium energy_mean, contribution of localshimmer is around zero",0.0
"For around half records in test set with medium energy_mean, contribution of localshimmer is around zero",0.0
"For few records in test set with medium energy_mean, contribution of localshimmer is around zero",0.8032632389402248
"For almost none records in test set with medium energy_mean, contribution of localshimmer is around zero",0.005438731567041176
"For almost every records in test set with medium energy_mean, contribution of localshimmer is strongly positive",0.0
"For most records in test set with medium energy_mean, contribution of localshimmer is strongly positive",0.0
"For around half records in test set with medium energy_mean, contribution of localshimmer is strongly positive",1.0
"For few records in test set with medium energy_mean, contribution of localshimmer is strongly positive",0.0
"For almost none records in test set with medium energy_mean, contribution of localshimmer is strongly positive",0.0
"For almost every records in test set with medium energy_mean, contribution of pitch_mean is strongly negative",0.0
"For most records in test set with medium energy_mean, contribution of pitch_mean is strongly negative",0.0
"For around half records in test set with medium energy_mean, contribution of pitch_mean is strongly negative",1.0
"For few records in test set with medium energy_mean, contribution of pitch_mean is strongly negative",0.0
"For almost none records in test set with medium energy_mean, contribution of pitch_mean is strongly negative",0.0
"For almost every records in test set with medium energy_mean, contribution of pitch_mean is around zero",0.0
"For most records in test set with medium energy_mean, contribution of pitch_mean is around zero",0.0
"For around half records in test set with medium energy_mean, contribution of pitch_mean is around zero",0.0
"For few records in test set with medium energy_mean, contribution of pitch_mean is around zero",1.0
"For almost none records in test set with medium energy_mean, contribution of pitch_mean is around zero",0.7205447446912365
"For almost every records in test set with medium energy_mean, contribution of pitch_mean is strongly positive",0.0
"For most records in test set with medium energy_mean, contribution of pitch_mean is strongly positive",0.0
"For around half records in test set with medium energy_mean, contribution of pitch_mean is strongly positive",1.0
"For few records in test set with medium energy_mean, contribution of pitch_mean is strongly positive",0.07905328413721638
"For almost none records in test set with medium energy_mean, contribution of pitch_mean is strongly positive",0.0
"For almost every records in test set in euthymia with high energy_mean, contribution of energy_mean is strongly negative",1.0
"For most records in test set in euthymia with high energy_mean, contribution of energy_mean is strongly negative",1.0
"For around half records in test set in euthymia with high energy_mean, contribution of energy_mean is strongly negative",0.0
"For few records in test set in euthymia with high energy_mean, contribution of energy_mean is strongly negative",0.0
"For almost none records in test set in euthymia with high energy_mean, contribution of energy_mean is strongly negative",0.0
"For almost every records in test set in euthymia with high energy_mean, contribution of energy_mean is around zero",0.0
"For most records in test set in euthymia with high energy_mean, contribution of energy_mean is around zero",0.0
"For around half records in test set in euthymia with high energy_mean, contribution of energy_mean is around zero",0.0
"For few records in test set in euthymia with high energy_mean, contribution of energy_mean is around zero",1.0
"For almost none records in test set in euthymia with high energy_mean, contribution of energy_mean is around zero",0.9447244810649383
"For almost every records in test set in euthymia with high energy_mean, contribution of energy_mean is strongly positive",0.0
"For most records in test set in euthymia with high energy_mean, contribution of energy_mean is strongly positive",0.0
"For around half records in test set in euthymia with high energy_mean, contribution of energy_mean is strongly positive",0.0
"For few records in test set in euthymia with high energy_mean, contribution of energy_mean is strongly positive",1.0
"For almost none records in test set in euthymia with high energy_mean, contribution of energy_mean is strongly positive",1.0
"For almost every records in test set in euthymia with high energy_mean, contribution of f0_slope_mean is strongly negative",0.0
"For most records in test set in euthymia with high energy_mean, contribution of f0_slope_mean is strongly negative",0.0
"For around half records in test set in euthymia with high energy_mean, contribution of f0_slope_mean is strongly negative",1.0
"For few records in test set in euthymia with high energy_mean, contribution of f0_slope_mean is strongly negative",0.12274171381475929
"For almost none records in test set in euthymia with high energy_mean, contribution of f0_slope_mean is strongly negative",0.0
"For almost every records in test set in euthymia with high energy_mean, contribution of f0_slope_mean is around zero",0.0
"For most records in test set in euthymia with high energy_mean, contribution of f0_slope_mean is around zero",0.0
"For around half records in test set in euthymia with high energy_mean, contribution of f0_slope_mean is around zero",0.0
"For few records in test set in euthymia with high energy_mean, contribution of f0_slope_mean is around zero",0.9162762001993251
"For almost none records in test set in euthymia with high energy_mean, contribution of f0_slope_mean is around zero",0.19379366699887515
"For almost every records in test set in euthymia with high energy_mean, contribution of f0_slope_mean is strongly positive",0.0
"For most records in test set in euthymia with high energy_mean, contribution of f0_slope_mean is strongly positive",0.0
"For around half records in test set in euthymia with high energy_mean, contribution of f0_slope_mean is strongly positive",1.0
"For few records in test set in euthymia with high energy_mean, contribution of f0_slope_mean is strongly positive",0.08928146265376233
"For almost none records in test set in euthymia with high energy_mean, contribution of f0_slope_mean is strongly positive",0.0
"For almost every records in test set in euthymia with high energy_mean, contribution of localjitter is strongly negative",0.0
"For most records in test set in euthymia with high energy_mean, contribution of localjitter is strongly negative",0.20301415317039345
"For around half records in test set in euthymia with high energy_mean, contribution of localjitter is strongly negative",0.9949764113826771
"For few records in test set in euthymia with high energy_mean, contribution of localjitter is strongly negative",0.0
"For almost none records in test set in euthymia with high energy_mean, contribution of localjitter is strongly negative",0.0
"For almost every records in test set in euthymia with high energy_mean, contribution of localjitter is around zero",0.0
"For most records in test set in euthymia with high energy_mean, contribution of localjitter is around zero",0.0
"For around half records in test set in euthymia with high energy_mean, contribution of localjitter is around zero",0.0
"For few records in test set in euthymia with high energy_mean, contribution of localjitter is around zero",1.0
